PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2016-04-29 11:33:15,baturina,1,2,013_38_HP_CM_6040,"Тарифная заявка на 2017 год расчеты.xlsx",BATURINA-EM,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,61kb,
2016-04-29 11:33:19,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - График подготовки внутренних документов(11218153_235_28_07_2015)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,129kb,
2016-04-29 11:33:33,kabakova-es,1,1,013_38_HP_CM_6040,"Microsoft Word - Приложение(12902149_вр - 257_27_04_2016)",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,128kb,
2016-04-29 11:33:42,kabakova-es,1,1,013_38_HP_CM_6040,"Microsoft Word - Приложение(12902149_вр - 257_27_04_2016)",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,129kb,
2016-04-29 11:33:57,kabakova-es,1,1,013_38_HP_CM_6040,"Microsoft Word - Приложение(12902149_вр - 257_27_04_2016)",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,127kb,
2016-04-29 11:34:08,kabakova-es,1,1,013_38_HP_CM_6040,"Microsoft Word - Приложение(12902149_вр - 257_27_04_2016)",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,88kb,
2016-04-29 11:35:54,krotov-eg,3,1,082_42_HP_9050,"Microsoft Word - Документ1",KROTOV-EG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,79kb,
2016-04-29 11:36:09,kabakova-es,5,1,013_38_HP_CM_6040,"Microsoft Word - ПРИЛОЖЕНИЕ_ЦЕЛЕВЫЕ ПАРАМЕТРЫ ЧИСЛЕННОСТИ НА 2016 ГОД(12542360_47_02_03_2016)",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,356kb,
2016-04-29 11:38:02,simakova,1,1,026_42_HP_CM_6040,"Книга1",SIMAKOVA-IYU1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,44kb,
2016-04-29 11:39:19,lukashova-ts,14,1,012_38_HP_CM_6040,"6 113-052-14-ЛС Владимирского РДУ на 2015.06.11.pdf",LUKASHOVA-TS,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,21358kb,
2016-04-29 11:39:59,bondarev-ks,1,1,081_38_HP_5200,"Microsoft Word - ГКР",BONDAREV-KS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,55kb,
2016-04-29 11:44:22,belova-ev,2,1,023_42_HP_CLJ_5525,"ДМИАБУ.xls",BELOVA-EV,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,108kb,
2016-04-29 11:46:27,belova-ev,1,1,023_42_HP_CLJ_5525,"ДМИАБУ.xls",BELOVA-EV,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,108kb,
2016-04-29 11:47:45,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Служебная записка",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,48kb,
2016-04-29 11:48:35,zhuravlev-aa,1,1,026_42_HP_CM_6040,"ДИП.xls",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,106kb,
2016-04-29 11:48:51,zhuravlev-aa,2,1,026_42_HP_CM_6040,"ДИП.xls",ZHURAVLEV-AA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,120kb,
2016-04-29 11:52:57,zhuravlev-aa,2,1,026_42_HP_CM_6040,"ДИП.xls",ZHURAVLEV-AA,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,121kb,
2016-04-29 11:52:57,anokhin-iv,68,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1248kb,
2016-04-29 11:54:45,shavrina-va,12,1,023_42_HP_CLJ_5525,"Microsoft Word - Инструкция по этапу 25 дог 980-16-01-У (АИС РЗПиУП)",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1241kb,
2016-04-29 11:55:39,shavrina-va,1,1,023_42_HP_CLJ_5525,"акт по этапу 25 дог 980-16-01-У (АИС РЗПиУП)(12899581_ИА-12_3_1-1330_28_04_2016).PDF",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,812kb,
2016-04-29 11:56:00,baturina,1,1,013_38_HP_CM_6040,"0_Отчет об исполнении сметы.xlsx",BATURINA-EM,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,180kb,
2016-04-29 11:56:14,baturina,1,1,013_38_HP_CM_6040,"0_Отчет об исполнении сметы.xlsx",BATURINA-EM,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,62kb,
2016-04-29 11:57:58,strueva-la,3,1,018_38_HP_CM_6040,"Microsoft Word - Письмо о согласовании приема специалистов-стажеров(12322598_вх-1486_27_01_2016)",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,280kb,
2016-04-29 11:59:04,burkhina,1,1,026_42_HP_CM_6040,"Microsoft Word - служебка в ДУП",BURKHINA-NP1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,45kb,
2016-04-29 11:59:24,baturina,1,1,013_38_HP_CM_6040,"СВОД 2016 ФР  финал.xlsx",BATURINA-EM,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,66kb,
2016-04-29 11:59:38,strueva-la,1,1,018_38_HP_CM_6040,"Microsoft Word - В1-I-2-19-1009(12345619_В1-I-2-19-1009_29_01_2016)",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,186kb,
2016-04-29 12:00:40,baturina,1,1,013_38_HP_CM_6040,"ФР 460 млн. 2016 по видам ФР.xlsx",BATURINA-EM,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,89kb,
2016-04-29 12:00:46,kuzminykh,38,1,012_38_HP_CM_6040,"Microsoft Word - 2016-04-29 Положение о закупках АО НТЦ ЕЭС Моск. отд-е (3).docx",KUZMINYKH-SI2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,709kb,
2016-04-29 12:00:47,aksenova-ms,1,1,085_42_HP_5550,"Microsoft Word - ПЗ ПР_КХИ СК-11(12882039_128_19_04_2016)",AKSENOVA-MS,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,103kb,
2016-04-29 12:02:12,baturina,1,1,013_38_HP_CM_6040,"ФР 460 млн. 2016 по видам ФР.xlsx",BATURINA-EM,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,66kb,
2016-04-29 12:03:03,smirnova-ei,1,1,103_38_HP_2727,"Д5-I-1-19-5131(12907637_Д5-I-1-19-5131_29_04_2016).pdf",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,163kb,
2016-04-29 12:03:24,kuzminykh,38,1,012_38_HP_CM_6040,"Microsoft Word - 2016-04-29 Положение о закупках АО НТЦ ЕЭС Моск. отд-е (3).docx",KUZMINYKH-SI2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,698kb,
2016-04-29 12:06:16,balyuk-nn,2,1,103_38_HP_2727,"Как попасть на приём",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,262kb,
2016-04-29 12:07:14,shuraeva,2,1,018_38_HP_CM_6040,"Книга1",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,14kb,
2016-04-29 12:08:11,smirnova-ei,1,1,103_38_HP_2727,"Д5-I-1-19-5131(12907637_Д5-I-1-19-5131_29_04_2016).pdf",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,163kb,
2016-04-29 12:08:48,shuraeva,1,1,018_38_HP_CM_6040,"Книга1",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,14kb,
2016-04-29 12:09:38,balyuk-nn,2,1,103_38_HP_2727,"Косметология",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,562kb,
2016-04-29 12:09:44,shuraeva,2,1,018_38_HP_CM_6040,"Книга1",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,14kb,
2016-04-29 12:15:25,baturina,1,1,013_38_HP_CM_6040,"справка ИА 1кв 2016 (исходные данные).xlsx",BATURINA-EM,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-29 12:25:42,zhuravlev-aa,5,1,026_42_HP_CM_6040,"Декларация Журавлев 15.xls",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1000kb,
2016-04-29 12:25:53,zhuravlev-aa,1,1,026_42_HP_CM_6040,"Декларация Журавлев 15.xls",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,459kb,
2016-04-29 12:26:21,zhuravlev-aa,1,1,026_42_HP_CM_6040,"05 = 2-НДФЛ СО ЕЭС.pdf",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,5638kb,
2016-04-29 12:34:05,zhuravlev-aa,1,3,026_42_HP_CM_6040,"2016 - 01 - Музыкальная весна.pdf",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,23329kb,
2016-04-29 12:35:42,volodin,10,1,102_38_HP_CLJ_5525,"pr91%20016.pdf",VOLODIN-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1363kb,
2016-04-29 12:36:13,zharkov-sv,38,1,102_38_HP_CLJ_5525,"Microsoft Word - Технический анализ аварии произошедшей 05.11.2015 (для Курлюка) от 27.04.2016",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4143kb,
2016-04-29 12:37:57,zhuravlev-aa,1,3,026_42_HP_CM_6040,"2016 - 01 - Музыкальная весна.pdf",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,23329kb,
2016-04-29 12:41:19,zhuravlev-aa,1,3,026_42_HP_CM_6040,"2016 - 01 - Музыкальная весна.pdf",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,23329kb,
2016-04-29 12:41:50,anokhin-iv,68,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1247kb,
2016-04-29 12:42:06,anokhin-iv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-29 12:44:53,zhuravlev-aa,1,3,026_42_HP_CM_6040,"2016 - 01 - Музыкальная весна.pdf",ZHURAVLEV-AA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,23329kb,
2016-04-29 13:01:18,anokhin-iv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-29 13:05:11,zharkov-sv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - О переутверждении инструкции",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,108kb,
2016-04-29 13:05:47,nozdrina,1,8,219_42_HP_CLJ_5525,"Повестка ЦЗК 05.05.16.pdf",NOZDRINA-TK,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2590kb,
2016-04-29 13:08:27,yagotintseva-ea,3,1,085_42_HP_5550,"ПЗ и ПР-исправлен(12861825_129_20_04_2016).pdf",YAGOTINTSEVA-EA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2408kb,
2016-04-29 13:11:40,shuraeva,1,1,018_38_HP_CM_6040,"report#0010568295.pdf",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,69kb,
2016-04-29 13:12:13,sergeev-ag,1,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(отклонения от ДПР)",SERGEEV-AG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,61kb,
2016-04-29 13:14:59,kiseleva-yg,16,8,219_42_HP_CLJ_5525,"Microsoft Word - материалы на цзк на 20.01.2016",KISELEVA-YG1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,288kb,
2016-04-29 13:15:12,chichigin-ae,3,1,081_38_HP_5200,"Microsoft Word - Проверка АИС 2016 год",CHICHIGIN-AE2,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,183kb,
2016-04-29 13:16:59,sergeev-ag,2,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(отклонения от ДПР)",SERGEEV-AG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,104kb,
2016-04-29 13:17:11,anokhin-iv,71,1,102_38_HP_CLJ_5525,"Microsoft Word - 2704 Проект Инструкция_по_предотвращению_развития_и_ликвидации_нарушений_нормального_режима_электрической_части_ЕЭС_России",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1249kb,
2016-04-29 13:22:08,sergeev-ag,2,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(отклонения от ДПР)",SERGEEV-AG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,97kb,
2016-04-29 13:23:50,kabakova-es,1,1,013_38_HP_CM_6040,"Справочная информация об изменении целевых параметров численности(12902188_вр - 257_27_04_2016).xlsx",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,59kb,
2016-04-29 13:24:12,sergeev-ag,2,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(отклонения от ДПР)",SERGEEV-AG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,90kb,
2016-04-29 13:24:28,kabakova-es,1,1,013_38_HP_CM_6040,"Справочная информация об изменении целевых параметров численности(12902188_вр - 257_27_04_2016).xlsx",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,58kb,
2016-04-29 13:24:51,kabakova-es,1,1,013_38_HP_CM_6040,"Справочная информация об изменении целевых параметров численности(12902188_вр - 257_27_04_2016).xlsx",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,67kb,
2016-04-29 13:25:44,sergeev-ag,2,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(отклонения от ДПР)",SERGEEV-AG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,105kb,
2016-04-29 13:27:23,donskaya-oi,30,1,085_42_HP_5550,"Microsoft Word - Приказ о вводе в действие ЛНА по ПДн 23 03 2016(12907638_вр - 185_24_03_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1172kb,
2016-04-29 13:30:23,strueva-la,1,1,018_38_HP_CM_6040,"ВВШЕ расчет (003).xlsx",STRUEVA-LA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,69kb,
2016-04-29 13:32:45,kabakova-es,1,1,013_38_HP_CM_6040,"Сравнение 47 -вр 235.xls",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,66kb,
2016-04-29 13:39:56,nozdrina,4,1,219_42_HP_CLJ_5525,"Microsoft Word - 11 05 2016",NOZDRINA-TK,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,146kb,
2016-04-29 13:41:00,kabakova-es,1,1,013_38_HP_CM_6040,"тфб 2016.xls",KABAKOVA-ES2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,44kb,
2016-04-29 13:42:07,klyueva,2,1,013_38_HP_CM_6040,"ДООТ.xls",KLYUEVA-AE2,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,123kb,
2016-04-29 13:44:42,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - реестр на оплату предоставления помещения 25-28_05_2016(12907504_ИА-12_3_1-1352_29_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,105kb,
2016-04-29 13:44:52,donskaya-oi,1,1,085_42_HP_5550,"Счет на предоставление помещения 25-28_05_2016(12907490_ИА-12_3_1-1352_29_04_2016).PDF",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,748kb,
2016-04-29 13:48:07,Stepanova-mv,1,1,013_38_HP_CM_6040,"Scan.pdf",STEPANOVA-MV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1136kb,
2016-04-29 13:52:46,sozinova-av,1,1,026_42_HP_CM_6040,"Microsoft Word - приложение_2_Созинова",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-29 13:54:36,melikova,9,1,018_38_HP_CM_6040,"Microsoft Word - Приложение(12909260_вр - 257_27_04_2016).docx",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,560kb,
2016-04-29 13:55:44,sozinova-av,1,1,026_42_HP_CM_6040,"Microsoft Word - приложение_2_Созинова",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,77kb,
2016-04-29 13:56:03,melikova,9,1,018_38_HP_CM_6040,"Microsoft Word - Приложение(12909260_вр - 257_27_04_2016).docx",MELIKOVA-EV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,560kb,
2016-04-29 13:56:36,tsyplakova-in,3,1,082_42_HP_9050,"pr229_15.pdf",TSYPLAKOVA-IN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1690kb,
2016-04-29 13:57:22,tsyplakova-in,11,1,082_42_HP_9050,"приложения%20к%20pr229_15.pdf",TSYPLAKOVA-IN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,5933kb,
2016-04-29 13:57:50,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - вх-9183(12893668_вх-9183_28_04_2016)",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,124kb,
2016-04-29 13:58:05,sozinova-av,10,1,026_42_HP_CM_6040,"Microsoft Word - 48897_Приложение_2_Созинова",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,265kb,
2016-04-29 13:58:19,melikova,28,1,018_38_HP_CM_6040,"Microsoft Word - report.rtf",MELIKOVA-EV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,263kb,
2016-04-29 14:00:04,kartsev-va,37,1,026_42_HP_CM_6040,"ВПР к официальной демоверсии.pdf",KARTSEV-VA2,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,576982kb,
2016-04-29 14:04:26,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Служебная записка(12908394_вр - 1661_29_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,47kb,
2016-04-29 14:04:32,sozinova-av,1,1,026_42_HP_CM_6040,"Microsoft Word - 48897  Заявление о беспристрастности",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,80kb,
2016-04-29 14:04:28,krotov-eg,83,1,082_42_HP_9050,"Microsoft Word - Отчет о реализации ПИР 2015 ИТОГ(12900865_30_28_04_2016)",KROTOV-EG1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1301kb,
2016-04-29 14:06:42,shavrina-va,7,1,023_42_HP_CLJ_5525,"Microsoft Word - 6 золотых правил здоровья от японского целителя",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,333kb,
2016-04-29 14:06:55,Solonar-MV,1,1,152_42_HP_5550,"Пробная страница",SOLONAR-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,90kb,
2016-04-29 14:07:21,sozinova-av,1,1,026_42_HP_CM_6040,"Microsoft Word - 48897  Заявление о беспристрастности",SOZINOVA-AV,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,80kb,
2016-04-29 14:08:34,shavrina-va,1,1,023_42_HP_CLJ_5525,"Microsoft Word - Упражнения для укрепления рук",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,61kb,
2016-04-29 14:08:43,shavrina-va,5,1,023_42_HP_CLJ_5525,"Microsoft Word - упрожнения для живота",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,256kb,
2016-04-29 14:08:53,shavrina-va,1,1,023_42_HP_CLJ_5525,"Microsoft Word - Упражнения для коленного сустава",SHAVRINA-VA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,90kb,
2016-04-29 14:10:21,goncharova-dg,27,1,231_42_HP_CLJ_5525,"Microsoft Word - Вопросы",GONCHAROVA-DG2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,440kb,
2016-04-29 14:11:07,balyuk-nn,1,1,103_38_HP_2727,"Приложение к С_З_ Тупицину  изм реестра с 01 05 2016 от 27 04 16.xlsx",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,96kb,
2016-04-29 14:11:03,shuraeva,75,1,018_38_HP_CM_6040,"Приложение к Протоколу Правления № 920 от 31_03_2016(12786734_32_12_04_2016).PDF",SHURAEVA-MV2,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,33610kb,
2016-04-29 14:11:39,balyuk-nn,2,1,103_38_HP_2727,"Приложение к С_З_ Тупицину  изм реестра с 01 05 2016 от 27 04 16.xlsx",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,99kb,
2016-04-29 14:11:44,shuraeva,1,1,018_38_HP_CM_6040,"Выписка- отчет ДПР-2015-920(12786733_32_12_04_2016).PDF",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,327kb,
2016-04-29 14:12:25,balyuk-nn,1,1,103_38_HP_2727,"Приложение к С_З_ Тупицину  изм реестра с 01 05 2016 от 27 04 16.xlsx",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,64kb,
2016-04-29 14:15:57,aksenova-ms,33,1,012_38_HP_CM_6040,"ГОСТ Р 56865-2016-1.pdf",AKSENOVA-MS,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,54869kb,
2016-04-29 14:18:28,dmitriev-ao,6,1,085_42_HP_5550,"Перечень информации конфиденциального характера ОАО  СО ЕЭС(изм 12_08_2015)(6345682_вх-2583_01_04_2016).pdf",DMITRIEV-AO,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4850kb,
2016-04-29 14:18:40,dmitriev-ao,2,1,085_42_HP_5550,"Microsoft Word - договор",DMITRIEV-AO,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,18823kb,
2016-04-29 14:11:08,kartsev-va,56,1,026_42_HP_CM_6040,"ОМ_Демидова_готовимся ВПР.pdf",KARTSEV-VA2,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,849992kb,
2016-04-29 14:20:56,goncharova-dg,1,2,231_42_HP_CLJ_5525,"img-429141055-0001.pdf",GONCHAROVA-DG2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-29 14:28:44,tyurina,3,1,219_42_HP_CLJ_5525,"ДОЗД.xls",TYURINA-IS1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,158kb,
2016-04-29 14:31:31,shuraeva,75,2,018_38_HP_CM_6040,"Приложение к Протоколу Правления № 920 от 31_03_2016(12786734_32_12_04_2016).PDF",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,33610kb,
2016-04-29 14:31:54,shuraeva,1,1,018_38_HP_CM_6040,"Выписка- отчет ДПР-2015-920(12786733_32_12_04_2016).PDF",SHURAEVA-MV2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,327kb,
2016-04-29 14:36:31,goncharova-dg,1,1,231_42_HP_CLJ_5525,"сканирование0177.pdf",GONCHAROVA-DG2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,688kb,
2016-04-29 14:39:47,donskaya-oi,38,1,085_42_HP_5550,"Microsoft Word - Положение о закупках АО НТЦ ЕЭС Московское отделение(12909546_вр - 1661_29_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,696kb,
2016-04-29 14:40:10,bondarev-ks,20,1,081_38_HP_5200,"Приложение 23.5.2 Г3-I-2-19-15449+отчет КПМГ.pdf",BONDAREV-KS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,16234kb,
2016-04-29 14:40:17,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Report1",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,85kb,
2016-04-29 14:42:51,anokhin-iv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - ЕЭС 2016.03.29-04.05",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-29 14:42:51,anokhin-iv,2,1,102_38_HP_CLJ_5525,"Microsoft Word - ЕЭС 2016.04.12-04.19",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,96kb,
2016-04-29 14:42:52,anokhin-iv,2,1,102_38_HP_CLJ_5525,"Microsoft Word - ЕЭС 2016.04.19-04.26",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,105kb,
2016-04-29 14:43:26,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-Документ Microsoft Visio.vsd",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,8kb,
2016-04-29 14:44:43,donskaya-oi,1,1,085_42_HP_5550,"Microsoft Word - Служебная записка(12908394_вр - 1661_29_04_2016)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,47kb,
2016-04-29 14:44:56,simakova,6,1,026_42_HP_CM_6040,"instruction_invest_LK.pdf",SIMAKOVA-IYU1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4803kb,
2016-04-29 14:45:11,donskaya-oi,2,1,085_42_HP_5550,"Microsoft Word - 2015 11 __  К32-20-___(11844069_К32-20-10_10_11_2015)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,101kb,
2016-04-29 14:45:28,donskaya-oi,2,1,085_42_HP_5550,"Протокол совещания от 28_07_2015 №235(11258001_235_28_07_2015).PDF",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1431kb,
2016-04-29 14:45:33,donskaya-oi,3,1,085_42_HP_5550,"Microsoft Word - График подготовки внутренних документов(11218153_235_28_07_2015)",DONSKAYA-OI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,129kb,
